1 : 3916
10 : 3244
101 : 1632
102 : 2388
11 : 2321
110 : 4040
111 : 1712
114 : 2148
116 : 3148
13 : 2284
16 : 1840
2 : 4208
23 : 3376
24 : 4748
28 : 3528
29 : 2160
3 : 3656
34 : 7914
36 : 6812
38 : 2512
39 : 5612
48 : 1728
52 : 3516
53 : 4608
56 : 3776
58 : 2480
59 : 5176
6 : 3152
61 : 2372
63 : 4936
66 : 2304
67 : 4464
69 : 1872
76 : 4384
77 : 1872
85 : 8124
86 : 7924
9 : 2556
90 : 7488
93 : 3968
94 : 2776
98 : 1872
99 : 1968
48 1 36 24 85 : 1728
48 1 36 24 86 : 1728
48 1 90 36 24 : 1728
48 1 94 36 24 : 1728
1 58 36 53 24 : 1728
1 36 53 24 85 : 1728
1 36 53 24 86 : 1728
1 90 36 53 24 : 1728
1 94 36 53 24 : 1728
1 58 36 24 85 : 1760
1 58 36 24 86 : 1760
1 58 90 36 24 : 1760
1 94 58 36 24 : 1760
66 1 36 24 61 : 1728
1 36 24 61 85 : 2228
1 36 24 86 61 : 2228
1 90 36 24 61 : 2192
66 1 36 24 85 : 2160
66 1 36 24 86 : 2160
66 1 90 36 24 : 2160
1 36 24 86 85 : 3188
1 90 36 24 85 : 3152
1 94 36 24 85 : 1760
1 90 36 24 86 : 3152
1 94 36 24 86 : 1760
1 94 90 36 24 : 1760
48 1 53 24 38 : 1728
48 1 58 24 38 : 1728
48 1 24 85 38 : 1728
48 1 24 86 38 : 1728
48 1 90 24 38 : 1728
48 1 94 24 38 : 1728
1 58 53 24 38 : 1728
1 53 24 85 38 : 1728
1 53 24 86 38 : 1728
1 90 53 24 38 : 1728
1 94 53 24 38 : 1728
1 58 24 85 38 : 1760
1 58 24 86 38 : 1760
1 58 90 24 38 : 1760
1 94 58 24 38 : 1760
1 24 86 85 38 : 1952
1 90 24 85 38 : 1960
1 94 24 85 38 : 1768
1 90 24 86 38 : 1952
1 94 24 86 38 : 1760
1 94 90 24 38 : 1768
48 1 58 53 24 : 1728
48 1 53 24 85 : 1728
48 1 53 24 86 : 1728
48 1 90 53 24 : 1728
48 1 94 53 24 : 1728
48 1 58 24 85 : 1728
48 1 58 24 86 : 1728
48 1 58 90 24 : 1728
48 1 94 58 24 : 1728
48 1 24 86 85 : 1728
48 1 90 24 85 : 1728
48 1 94 24 85 : 1728
48 1 90 24 86 : 1728
48 1 94 24 86 : 1728
48 1 94 90 24 : 1728
1 58 53 24 85 : 1728
1 58 53 24 86 : 1728
1 58 90 53 24 : 1728
1 94 58 53 24 : 1728
1 53 24 86 85 : 1728
1 90 53 24 85 : 1728
1 94 53 24 85 : 1728
1 90 53 24 86 : 1728
1 94 53 24 86 : 1728
1 94 90 53 24 : 1728
1 58 24 86 85 : 1760
1 58 90 24 85 : 1760
1 94 58 24 85 : 1760
1 58 90 24 86 : 1760
1 94 58 24 86 : 1760
1 94 58 90 24 : 1760
66 1 24 61 85 : 1728
66 1 24 86 61 : 1728
66 1 90 24 61 : 1728
1 24 86 61 85 : 2228
1 90 24 61 85 : 2192
1 90 24 86 61 : 2192
66 1 24 86 85 : 2160
66 1 90 24 85 : 2160
66 1 90 24 86 : 2160
1 90 24 86 85 : 3248
1 94 24 86 85 : 1760
1 94 90 24 85 : 1768
1 94 90 24 86 : 1760
1 36 34 85 29 : 2160
1 36 34 86 29 : 2160
1 90 36 34 29 : 2160
1 34 86 85 29 : 2160
1 90 34 85 29 : 2160
1 90 34 86 29 : 2160
1 36 86 85 29 : 2160
1 90 36 85 29 : 2160
1 90 36 86 29 : 2160
1 90 86 85 29 : 2160
3 1 34 86 85 : 1702
3 1 90 34 85 : 1696
3 1 90 34 86 : 1696
3 1 90 86 85 : 1696
48 1 36 34 38 : 1728
1 36 53 34 38 : 1728
1 58 36 34 38 : 1760
1 36 34 85 38 : 2112
1 36 34 86 38 : 2112
1 90 36 34 38 : 2112
1 94 36 34 38 : 1760
1 56 36 34 39 : 1656
1 36 34 39 85 : 1674
1 36 34 86 39 : 1674
48 1 36 53 34 : 1728
48 1 58 36 34 : 1728
48 1 36 34 85 : 1728
48 1 36 34 86 : 1728
48 1 90 36 34 : 1728
48 1 94 36 34 : 1728
1 52 36 34 85 : 1770
1 52 36 34 86 : 1770
1 90 52 36 34 : 1680
1 58 36 53 34 : 1728
1 36 53 34 85 : 2016
1 36 53 34 86 : 2016
1 90 36 53 34 : 2016
1 94 36 53 34 : 1728
1 56 36 34 85 : 1752
1 56 36 34 86 : 1752
1 56 90 36 34 : 1680
1 58 36 34 85 : 1760
1 58 36 34 86 : 1760
1 58 90 36 34 : 1760
1 94 58 36 34 : 1760
66 1 36 34 61 : 1728
1 36 34 61 85 : 2210
1 36 34 86 61 : 2210
1 90 36 34 61 : 2192
66 1 36 34 85 : 2160
66 1 36 34 86 : 2160
66 1 90 36 34 : 2160
1 36 34 86 85 : 3786
1 90 36 34 85 : 3696
1 94 36 34 85 : 1760
1 90 36 34 86 : 3696
1 94 36 34 86 : 1760
1 94 90 36 34 : 1760
48 1 53 34 38 : 1728
48 1 58 34 38 : 1728
48 1 34 85 38 : 1728
48 1 34 86 38 : 1728
48 1 90 34 38 : 1728
48 1 94 34 38 : 1728
1 58 53 34 38 : 1728
1 53 34 85 38 : 1728
1 53 34 86 38 : 1728
1 90 53 34 38 : 1728
1 94 53 34 38 : 1728
1 58 34 85 38 : 1760
1 58 34 86 38 : 1760
1 58 90 34 38 : 1760
1 94 58 34 38 : 1760
1 34 86 85 38 : 2216
1 90 34 85 38 : 2224
1 94 34 85 38 : 1768
1 90 34 86 38 : 2216
1 94 34 86 38 : 1760
1 94 90 34 38 : 1768
1 56 34 39 85 : 1656
1 56 34 86 39 : 1656
1 34 86 39 85 : 1674
48 1 58 53 34 : 1728
48 1 53 34 85 : 1728
48 1 53 34 86 : 1728
48 1 90 53 34 : 1728
48 1 94 53 34 : 1728
48 1 58 34 85 : 1728
48 1 58 34 86 : 1728
48 1 58 90 34 : 1728
48 1 94 58 34 : 1728
48 1 34 86 85 : 1728
48 1 90 34 85 : 1728
48 1 94 34 85 : 1728
48 1 90 34 86 : 1728
48 1 94 34 86 : 1728
48 1 94 90 34 : 1728
1 52 34 86 85 : 1874
1 90 52 34 85 : 1792
1 90 52 34 86 : 1784
1 58 53 34 85 : 1728
1 58 53 34 86 : 1728
1 58 90 53 34 : 1728
1 94 58 53 34 : 1728
1 53 34 86 85 : 2016
1 90 53 34 85 : 2016
1 94 53 34 85 : 1728
1 90 53 34 86 : 2016
1 94 53 34 86 : 1728
1 94 90 53 34 : 1728
1 56 34 86 85 : 1856
1 56 90 34 85 : 1784
1 56 90 34 86 : 1784
1 58 34 86 85 : 1760
1 58 90 34 85 : 1760
1 94 58 34 85 : 1760
1 58 90 34 86 : 1760
1 94 58 34 86 : 1760
1 94 58 90 34 : 1760
66 1 34 61 85 : 1728
66 1 34 86 61 : 1728
66 1 90 34 61 : 1728
1 34 86 61 85 : 2210
1 90 34 61 85 : 2192
1 90 34 86 61 : 2192
66 1 34 86 85 : 2160
66 1 90 34 85 : 2160
66 1 90 34 86 : 2160
67 1 34 86 85 : 1712
67 1 90 34 85 : 1640
67 1 90 34 86 : 1640
1 34 86 85 76 : 1680
1 90 34 86 85 : 3800
1 94 34 86 85 : 1760
1 94 90 34 85 : 1768
1 94 90 34 86 : 1760
48 1 36 53 38 : 1728
48 1 58 36 38 : 1728
48 1 36 85 38 : 1728
48 1 36 86 38 : 1728
48 1 90 36 38 : 1728
48 1 94 36 38 : 1728
1 58 36 53 38 : 1728
1 36 53 85 38 : 1728
1 36 53 86 38 : 1728
1 90 36 53 38 : 1728
1 94 36 53 38 : 1728
1 58 36 85 38 : 1760
1 58 36 86 38 : 1760
1 58 90 36 38 : 1760
1 94 58 36 38 : 1760
1 36 86 85 38 : 2112
1 90 36 85 38 : 2112
1 94 36 85 38 : 1760
1 90 36 86 38 : 2112
1 94 36 86 38 : 1760
1 94 90 36 38 : 1760
1 56 36 39 85 : 1656
1 56 36 86 39 : 1656
1 36 86 39 85 : 1692
48 1 58 36 53 : 1728
48 1 36 53 85 : 1728
48 1 36 53 86 : 1728
48 1 90 36 53 : 1728
48 1 94 36 53 : 1728
48 1 58 36 85 : 1728
48 1 58 36 86 : 1728
48 1 58 90 36 : 1728
48 1 94 58 36 : 1728
48 1 36 86 85 : 1728
48 1 90 36 85 : 1728
48 1 94 36 85 : 1728
48 1 90 36 86 : 1728
48 1 94 36 86 : 1728
48 1 94 90 36 : 1728
1 52 36 86 85 : 1788
1 90 52 36 85 : 1680
1 90 52 36 86 : 1680
1 58 36 53 85 : 1728
1 58 36 53 86 : 1728
1 58 90 36 53 : 1728
1 94 58 36 53 : 1728
1 36 53 86 85 : 2016
1 90 36 53 85 : 2016
1 94 36 53 85 : 1728
1 90 36 53 86 : 2016
1 94 36 53 86 : 1728
1 94 90 36 53 : 1728
1 56 36 86 85 : 1752
1 56 90 36 85 : 1680
1 56 90 36 86 : 1680
1 58 36 86 85 : 1760
1 58 90 36 85 : 1760
1 94 58 36 85 : 1760
1 58 90 36 86 : 1760
1 94 58 36 86 : 1760
1 94 58 90 36 : 1760
66 1 36 61 85 : 1728
66 1 36 86 61 : 1728
66 1 90 36 61 : 1728
1 36 86 61 85 : 2228
1 90 36 61 85 : 2192
1 90 36 86 61 : 2192
66 1 36 86 85 : 2160
66 1 90 36 85 : 2160
66 1 90 36 86 : 2160
1 90 36 86 85 : 3696
1 94 36 86 85 : 1760
1 94 90 36 85 : 1760
1 94 90 36 86 : 1760
48 1 58 53 38 : 1728
48 1 53 85 38 : 1728
48 1 53 86 38 : 1728
48 1 90 53 38 : 1728
48 1 94 53 38 : 1728
48 1 58 85 38 : 1728
48 1 58 86 38 : 1728
48 1 58 90 38 : 1728
48 1 94 58 38 : 1728
48 1 86 85 38 : 1728
48 1 90 85 38 : 1728
48 1 94 85 38 : 1728
48 1 90 86 38 : 1728
48 1 94 86 38 : 1728
48 1 94 90 38 : 1728
1 58 53 85 38 : 1728
1 58 53 86 38 : 1728
1 58 90 53 38 : 1728
1 94 58 53 38 : 1728
1 53 86 85 38 : 1728
1 90 53 85 38 : 1728
1 94 53 85 38 : 1728
1 90 53 86 38 : 1728
1 94 53 86 38 : 1728
1 94 90 53 38 : 1728
1 58 86 85 38 : 1760
1 58 90 85 38 : 1760
1 94 58 85 38 : 1760
1 58 90 86 38 : 1760
1 94 58 86 38 : 1760
1 94 58 90 38 : 1760
1 90 86 85 38 : 2216
1 94 86 85 38 : 1760
1 94 90 85 38 : 1768
1 94 90 86 38 : 1760
1 56 86 39 85 : 1656
48 1 58 53 85 : 1728
48 1 58 53 86 : 1728
48 1 58 90 53 : 1728
48 1 94 58 53 : 1728
48 1 53 86 85 : 1728
48 1 90 53 85 : 1728
48 1 94 53 85 : 1728
48 1 90 53 86 : 1728
48 1 94 53 86 : 1728
48 1 94 90 53 : 1728
48 1 58 86 85 : 1728
48 1 58 90 85 : 1728
48 1 94 58 85 : 1728
48 1 58 90 86 : 1728
48 1 94 58 86 : 1728
48 1 94 58 90 : 1728
48 1 90 86 85 : 1728
48 1 94 86 85 : 1728
48 1 94 90 85 : 1728
48 1 94 90 86 : 1728
1 90 52 86 85 : 1784
1 58 53 86 85 : 1728
1 58 90 53 85 : 1728
1 94 58 53 85 : 1728
1 58 90 53 86 : 1728
1 94 58 53 86 : 1728
1 94 58 90 53 : 1728
1 90 53 86 85 : 2016
1 94 53 86 85 : 1728
1 94 90 53 85 : 1728
1 94 90 53 86 : 1728
1 56 90 86 85 : 1784
1 58 90 86 85 : 1760
1 94 58 86 85 : 1760
1 94 58 90 85 : 1760
1 94 58 90 86 : 1760
66 1 86 61 85 : 1728
66 1 90 61 85 : 1728
66 1 90 86 61 : 1728
1 90 86 61 85 : 2192
66 1 90 86 85 : 2160
67 1 90 86 85 : 1640
1 94 90 86 85 : 1760
10 110 36 34 85 : 1768
10 110 36 34 86 : 1768
10 110 90 36 34 : 1724
10 110 34 86 85 : 1792
10 110 90 34 85 : 1748
10 110 90 34 86 : 1748
10 110 36 86 85 : 1768
10 110 90 36 85 : 1724
10 110 90 36 86 : 1724
10 110 90 86 85 : 1748
10 24 34 86 85 : 1626
10 36 34 39 85 : 2134
10 36 34 86 39 : 2134
10 90 36 34 39 : 1960
10 36 53 34 85 : 1728
10 36 53 34 86 : 1728
10 90 36 53 34 : 1728
10 59 36 34 85 : 2068
10 59 36 34 86 : 2068
10 59 90 36 34 : 1920
10 36 63 34 85 : 1828
10 36 63 34 86 : 1828
10 90 36 63 34 : 1680
10 36 34 86 85 : 3190
10 90 36 34 85 : 3016
10 90 36 34 86 : 3016
10 34 86 39 85 : 2134
10 90 34 39 85 : 1960
10 90 34 86 39 : 1960
10 53 34 86 85 : 1728
10 90 53 34 85 : 1728
10 90 53 34 86 : 1728
10 59 34 86 85 : 2084
10 59 90 34 85 : 1936
10 59 90 34 86 : 1936
10 63 34 86 85 : 1844
10 90 63 34 85 : 1696
10 90 63 34 86 : 1696
10 90 34 86 85 : 3044
10 36 86 39 85 : 2152
10 90 36 39 85 : 1960
10 90 36 86 39 : 1960
10 36 53 86 85 : 1728
10 90 36 53 85 : 1728
10 90 36 53 86 : 1728
10 59 36 86 85 : 2068
10 59 90 36 85 : 1920
10 59 90 36 86 : 1920
10 36 63 86 85 : 1828
10 90 36 63 85 : 1680
10 90 36 63 86 : 1680
10 90 36 86 85 : 3016
10 90 86 39 85 : 1960
10 90 53 86 85 : 1728
10 59 90 86 85 : 1936
10 90 63 86 85 : 1696
36 34 86 11 85 : 1672
90 36 34 11 85 : 1672
90 36 34 86 11 : 1672
34 86 39 11 85 : 2040
90 34 39 11 85 : 1896
90 34 86 39 11 : 1896
56 34 86 11 85 : 1680
56 90 34 11 85 : 1680
56 90 34 86 11 : 1680
90 34 86 11 85 : 2176
90 36 86 11 85 : 1672
90 86 39 11 85 : 1896
56 90 86 11 85 : 1680
36 34 86 13 85 : 1806
90 36 34 13 85 : 1728
90 36 34 86 13 : 1728
53 34 86 13 85 : 1696
90 53 34 13 85 : 1696
90 53 34 86 13 : 1696
90 34 86 13 85 : 2008
90 36 86 13 85 : 1728
90 53 86 13 85 : 1696
34 16 86 39 85 : 1728
90 34 16 86 85 : 1688
2 36 23 34 28 : 1952
2 23 34 39 28 : 1952
2 23 53 34 28 : 1728
2 56 23 34 28 : 1760
2 59 23 34 28 : 1952
2 23 63 34 28 : 1952
2 23 34 28 85 : 1952
2 23 34 86 28 : 1952
2 90 23 34 28 : 1728
2 93 23 34 28 : 1760
2 36 23 39 28 : 1952
2 36 23 53 28 : 1728
2 56 36 23 28 : 1760
2 59 36 23 28 : 1952
2 36 23 63 28 : 1952
2 36 23 28 85 : 1952
2 36 23 86 28 : 1952
2 90 36 23 28 : 1728
2 93 36 23 28 : 1760
2 23 53 39 28 : 1728
2 56 23 39 28 : 1760
2 59 23 39 28 : 1952
2 23 63 39 28 : 1952
2 23 39 28 85 : 1952
2 23 86 39 28 : 1952
2 90 23 39 28 : 1728
2 93 23 39 28 : 1760
2 56 23 53 28 : 1728
2 59 23 53 28 : 1728
2 23 53 63 28 : 1728
2 23 53 28 85 : 1728
2 23 53 86 28 : 1728
2 90 23 53 28 : 1728
2 93 23 53 28 : 1728
2 59 56 23 28 : 1760
2 56 23 63 28 : 1760
2 56 23 28 85 : 1760
2 56 23 86 28 : 1760
2 56 90 23 28 : 1728
2 93 56 23 28 : 1760
2 59 23 63 28 : 1952
2 59 23 28 85 : 1952
2 59 23 86 28 : 1952
2 59 90 23 28 : 1728
2 59 93 23 28 : 1760
2 23 63 28 85 : 1952
2 23 63 86 28 : 1952
2 90 23 63 28 : 1728
2 93 23 63 28 : 1760
2 23 86 28 85 : 1952
2 90 23 28 85 : 1728
2 93 23 28 85 : 1760
2 90 23 86 28 : 1728
2 93 23 86 28 : 1760
2 93 90 23 28 : 1728
2 36 23 34 39 : 2656
2 36 23 53 34 : 1728
2 56 36 23 34 : 1760
2 59 36 23 34 : 2656
2 36 23 63 34 : 2464
2 36 23 34 85 : 2656
2 36 23 34 86 : 2656
2 90 36 23 34 : 2432
2 93 36 23 34 : 2464
2 23 53 34 39 : 1728
2 56 23 34 39 : 1760
2 59 23 34 39 : 2656
2 23 63 34 39 : 2464
2 23 34 39 85 : 2656
2 23 34 86 39 : 2656
2 90 23 34 39 : 2432
2 93 23 34 39 : 2464
2 56 23 53 34 : 1824
2 59 23 53 34 : 1824
2 23 53 63 34 : 1824
2 23 53 34 85 : 1824
2 23 53 34 86 : 1824
2 90 23 53 34 : 1824
2 93 23 53 34 : 1824
2 59 56 23 34 : 1856
2 56 23 63 34 : 1856
2 56 23 34 85 : 1856
2 56 23 34 86 : 1856
2 56 90 23 34 : 1824
2 93 56 23 34 : 1856
2 59 23 63 34 : 2560
2 59 23 34 85 : 2752
2 59 23 34 86 : 2752
2 59 90 23 34 : 2528
2 59 93 23 34 : 2560
2 23 63 34 85 : 2560
2 23 63 34 86 : 2560
2 90 23 63 34 : 2336
2 93 23 63 34 : 2368
2 23 34 86 85 : 2752
2 90 23 34 85 : 2528
2 93 23 34 85 : 2560
2 90 23 34 86 : 2528
2 93 23 34 86 : 2560
2 93 90 23 34 : 2528
2 36 23 53 39 : 1728
2 56 36 23 39 : 1760
2 59 36 23 39 : 2656
2 36 23 63 39 : 2464
2 36 23 39 85 : 2656
2 36 23 86 39 : 2656
2 90 36 23 39 : 2432
2 93 36 23 39 : 2464
2 56 36 23 53 : 1728
2 59 36 23 53 : 1728
2 36 23 53 63 : 1728
2 36 23 53 85 : 1728
2 36 23 53 86 : 1728
2 90 36 23 53 : 1728
2 93 36 23 53 : 1728
2 59 56 36 23 : 1760
2 56 36 23 63 : 1760
2 56 36 23 85 : 1760
2 56 36 23 86 : 1760
2 56 90 36 23 : 1728
2 93 56 36 23 : 1760
2 59 36 23 63 : 2464
2 59 36 23 85 : 2656
2 59 36 23 86 : 2656
2 59 90 36 23 : 2432
2 59 93 36 23 : 2464
2 36 23 63 85 : 2464
2 36 23 63 86 : 2464
2 90 36 23 63 : 2240
2 93 36 23 63 : 2272
2 36 23 86 85 : 2656
2 90 36 23 85 : 2432
2 93 36 23 85 : 2464
2 90 36 23 86 : 2432
2 93 36 23 86 : 2464
2 93 90 36 23 : 2432
2 56 23 53 39 : 1728
2 59 23 53 39 : 1728
2 23 53 63 39 : 1728
2 23 53 39 85 : 1728
2 23 53 86 39 : 1728
2 90 23 53 39 : 1728
2 93 23 53 39 : 1728
2 59 56 23 39 : 1760
2 56 23 63 39 : 1760
2 56 23 39 85 : 1760
2 56 23 86 39 : 1760
2 56 90 23 39 : 1728
2 93 56 23 39 : 1760
2 59 23 63 39 : 2464
2 59 23 39 85 : 2656
2 59 23 86 39 : 2656
2 59 90 23 39 : 2432
2 59 93 23 39 : 2464
2 23 63 39 85 : 2464
2 23 63 86 39 : 2464
2 90 23 63 39 : 2240
2 93 23 63 39 : 2272
2 23 86 39 85 : 2656
2 90 23 39 85 : 2432
2 93 23 39 85 : 2464
2 90 23 86 39 : 2432
2 93 23 86 39 : 2464
2 93 90 23 39 : 2432
2 59 56 23 53 : 1824
2 56 23 53 63 : 1824
2 56 23 53 85 : 1824
2 56 23 53 86 : 1824
2 56 90 23 53 : 1824
2 93 56 23 53 : 1824
2 59 23 53 63 : 1824
2 59 23 53 85 : 1824
2 59 23 53 86 : 1824
2 59 90 23 53 : 1824
2 59 93 23 53 : 1824
2 23 53 63 85 : 1824
2 23 53 63 86 : 1824
2 90 23 53 63 : 1824
2 93 23 53 63 : 1824
2 23 53 86 85 : 1824
2 90 23 53 85 : 1824
2 93 23 53 85 : 1824
2 90 23 53 86 : 1824
2 93 23 53 86 : 1824
2 93 90 23 53 : 1824
2 59 56 23 63 : 1856
2 59 56 23 85 : 1856
2 59 56 23 86 : 1856
2 59 56 90 23 : 1824
2 59 93 56 23 : 1856
2 56 23 63 85 : 1856
2 56 23 63 86 : 1856
2 56 90 23 63 : 1824
2 93 56 23 63 : 1856
2 56 23 86 85 : 1856
2 56 90 23 85 : 1824
2 93 56 23 85 : 1856
2 56 90 23 86 : 1824
2 93 56 23 86 : 1856
2 93 56 90 23 : 1824
2 59 23 63 85 : 2560
2 59 23 63 86 : 2560
2 59 90 23 63 : 2336
2 59 93 23 63 : 2368
2 59 23 86 85 : 2752
2 59 90 23 85 : 2528
2 59 93 23 85 : 2560
2 59 90 23 86 : 2528
2 59 93 23 86 : 2560
2 59 93 90 23 : 2528
2 23 63 86 85 : 2560
2 90 23 63 85 : 2336
2 93 23 63 85 : 2368
2 90 23 63 86 : 2336
2 93 23 63 86 : 2368
2 93 90 23 63 : 2336
2 90 23 86 85 : 2528
2 93 23 86 85 : 2560
2 93 90 23 85 : 2528
2 93 90 23 86 : 2528
2 36 34 39 28 : 1968
2 36 53 34 28 : 1728
2 56 36 34 28 : 1776
2 59 36 34 28 : 2096
2 36 63 34 28 : 2048
2 36 34 28 85 : 2112
2 36 34 86 28 : 2112
2 90 36 34 28 : 1872
2 93 36 34 28 : 1872
2 53 34 39 28 : 2496
2 56 34 39 28 : 1776
2 59 34 39 28 : 2480
2 63 34 39 28 : 2480
67 2 34 39 28 : 1760
2 34 39 28 76 : 1760
2 34 39 28 85 : 3024
2 34 86 39 28 : 3024
2 90 34 39 28 : 2496
2 93 34 39 28 : 2064
2 56 53 34 28 : 1728
2 59 53 34 28 : 2112
2 53 63 34 28 : 2112
2 53 34 28 85 : 2496
2 53 34 86 28 : 2496
2 90 53 34 28 : 2496
2 93 53 34 28 : 1728
2 59 56 34 28 : 1784
2 56 63 34 28 : 1784
2 56 34 28 85 : 1824
2 56 34 86 28 : 1824
2 56 90 34 28 : 1776
2 93 56 34 28 : 1776
2 59 63 34 28 : 2324
2 59 34 28 85 : 2648
2 59 34 86 28 : 2648
2 59 90 34 28 : 2280
2 59 93 34 28 : 2000
2 63 34 28 85 : 2600
2 63 34 86 28 : 2600
2 90 63 34 28 : 2232
2 93 63 34 28 : 2000
67 2 34 28 85 : 1952
67 2 34 86 28 : 1952
2 34 28 85 76 : 1904
2 34 86 28 76 : 1904
2 34 86 28 85 : 3216
2 90 34 28 85 : 2688
2 93 34 28 85 : 2160
2 90 34 86 28 : 2688
2 93 34 86 28 : 2160
2 93 90 34 28 : 1824
2 36 53 39 28 : 1728
2 56 36 39 28 : 1776
2 59 36 39 28 : 2144
2 36 63 39 28 : 2144
2 36 39 28 85 : 2160
2 36 86 39 28 : 1968
2 90 36 39 28 : 1920
2 93 36 39 28 : 1968
2 56 36 53 28 : 1728
2 59 36 53 28 : 1728
2 36 53 63 28 : 1728
2 36 53 28 85 : 1728
2 36 53 86 28 : 1728
2 90 36 53 28 : 1728
2 93 36 53 28 : 1728
2 59 56 36 28 : 1760
2 56 36 63 28 : 1760
2 56 36 28 85 : 1776
2 56 36 86 28 : 1776
2 56 90 36 28 : 1728
2 93 56 36 28 : 1776
2 59 36 63 28 : 2240
2 59 36 28 85 : 2288
2 59 36 86 28 : 2096
2 59 90 36 28 : 2064
2 59 93 36 28 : 2048
2 36 63 28 85 : 2240
2 36 63 86 28 : 2048
2 90 36 63 28 : 2016
2 93 36 63 28 : 2048
2 36 86 28 85 : 2112
2 90 36 28 85 : 2064
2 93 36 28 85 : 2064
2 90 36 86 28 : 1872
2 93 36 86 28 : 1872
2 93 90 36 28 : 2016
2 56 53 39 28 : 1728
2 59 53 39 28 : 2112
2 53 63 39 28 : 2112
2 53 39 28 85 : 2496
2 53 86 39 28 : 2496
2 90 53 39 28 : 2496
2 93 53 39 28 : 1728
2 59 56 39 28 : 1760
2 56 63 39 28 : 1760
2 56 39 28 85 : 1776
2 56 86 39 28 : 1776
2 56 90 39 28 : 1728
2 93 56 39 28 : 1776
2 59 63 39 28 : 2408
2 59 39 28 85 : 2672
2 59 86 39 28 : 2480
2 59 90 39 28 : 2304
2 59 93 39 28 : 2096
2 63 39 28 85 : 2672
2 63 86 39 28 : 2480
2 90 63 39 28 : 2304
2 93 63 39 28 : 2096
67 2 39 28 85 : 1760
67 2 86 39 28 : 1760
2 39 28 85 76 : 1760
2 86 39 28 76 : 1760
2 86 39 28 85 : 3024
2 90 39 28 85 : 2688
2 93 39 28 85 : 2256
2 90 86 39 28 : 2496
2 93 86 39 28 : 2064
2 93 90 39 28 : 1920
2 59 56 53 28 : 1728
2 56 53 63 28 : 1728
2 56 53 28 85 : 1728
2 56 53 86 28 : 1728
2 56 90 53 28 : 1728
2 93 56 53 28 : 1728
2 59 53 63 28 : 1920
2 59 53 28 85 : 2112
2 59 53 86 28 : 2112
2 59 90 53 28 : 2112
2 59 93 53 28 : 1728
2 53 63 28 85 : 2112
2 53 63 86 28 : 2112
2 90 53 63 28 : 2112
2 93 53 63 28 : 1728
2 53 86 28 85 : 2496
2 90 53 28 85 : 2496
2 93 53 28 85 : 1728
2 90 53 86 28 : 2496
2 93 53 86 28 : 1728
2 93 90 53 28 : 1728
2 59 56 63 28 : 1772
2 59 56 28 85 : 1784
2 59 56 86 28 : 1784
2 59 56 90 28 : 1752
2 59 93 56 28 : 1760
2 56 63 28 85 : 1784
2 56 63 86 28 : 1784
2 56 90 63 28 : 1752
2 93 56 63 28 : 1760
2 56 86 28 85 : 1824
2 56 90 28 85 : 1776
2 93 56 28 85 : 1776
2 56 90 86 28 : 1776
2 93 56 86 28 : 1776
2 93 56 90 28 : 1728
2 59 63 28 85 : 2516
2 59 63 86 28 : 2324
2 59 90 63 28 : 2220
2 59 93 63 28 : 2120
2 59 86 28 85 : 2648
2 59 90 28 85 : 2472
2 59 93 28 85 : 2192
2 59 90 86 28 : 2280
2 59 93 86 28 : 2000
2 59 93 90 28 : 2016
2 63 86 28 85 : 2600
2 90 63 28 85 : 2424
2 93 63 28 85 : 2192
2 90 63 86 28 : 2232
2 93 63 86 28 : 2000
2 93 90 63 28 : 2016
67 2 86 28 85 : 1952
2 86 28 85 76 : 1904
2 90 86 28 85 : 2688
2 93 86 28 85 : 2160
2 93 90 28 85 : 2016
2 93 90 86 28 : 1824
3 2 34 39 85 : 1780
3 2 34 86 39 : 1780
3 2 59 34 85 : 1648
3 2 59 34 86 : 1648
3 2 34 86 85 : 1900
3 2 90 34 85 : 1720
3 2 90 34 86 : 1720
3 2 86 39 85 : 1780
3 2 90 39 85 : 1648
3 2 59 86 85 : 1648
3 2 90 86 85 : 1720
2 36 53 34 39 : 1728
2 56 36 34 39 : 1776
2 59 36 34 39 : 2656
2 36 63 34 39 : 2464
2 36 34 39 85 : 2672
2 36 34 86 39 : 2672
2 90 36 34 39 : 2432
2 93 36 34 39 : 2480
2 56 36 53 34 : 1728
2 59 36 53 34 : 1728
2 36 53 63 34 : 1728
2 36 53 34 85 : 1728
2 36 53 34 86 : 1728
2 90 36 53 34 : 1728
2 93 36 53 34 : 1728
2 59 56 36 34 : 1760
2 56 36 63 34 : 1760
2 56 36 34 85 : 1776
2 56 36 34 86 : 1776
2 56 90 36 34 : 1728
2 93 56 36 34 : 1776
2 59 36 63 34 : 2560
2 59 36 34 85 : 2800
2 59 36 34 86 : 2800
2 59 90 36 34 : 2576
2 59 93 36 34 : 2560
2 36 63 34 85 : 2560
2 36 63 34 86 : 2560
2 90 36 63 34 : 2336
2 93 36 63 34 : 2368
2 36 34 86 85 : 2816
2 90 36 34 85 : 2576
2 93 36 34 85 : 2576
2 90 36 34 86 : 2576
2 93 36 34 86 : 2576
2 93 90 36 34 : 2528
2 56 53 34 39 : 1728
2 59 53 34 39 : 2112
2 53 63 34 39 : 2112
2 53 34 39 85 : 2496
2 53 34 86 39 : 2496
2 90 53 34 39 : 2496
2 93 53 34 39 : 1728
2 59 56 34 39 : 1760
2 56 63 34 39 : 1760
