1 : 3916
10 : 3244
110 : 4040
116 : 3148
2 : 4208
23 : 3376
24 : 4748
28 : 3528
3 : 3656
34 : 7914
36 : 6812
38 : 2512
39 : 5612
52 : 3516
53 : 4608
56 : 3776
58 : 2480
59 : 5176
6 : 3152
63 : 4936
67 : 4464
76 : 4384
85 : 8124
86 : 7924
9 : 2556
90 : 7488
93 : 3968
94 : 2776
59 93 90 39 : 2768
63 86 39 85 : 3208
90 63 39 85 : 2960
93 63 39 85 : 2824
90 63 86 39 : 2768
93 63 86 39 : 2632
93 90 63 39 : 2576
67 86 39 85 : 2824
86 39 85 76 : 2824
90 86 39 85 : 4784
93 86 39 85 : 3128
93 90 39 85 : 2912
93 90 86 39 : 2720
90 52 86 85 : 2680
59 53 63 85 : 2520
59 53 63 86 : 2520
59 90 53 63 : 2520
59 53 86 85 : 3216
59 90 53 85 : 3216
59 90 53 86 : 3216
53 63 86 85 : 3216
90 53 63 85 : 3216
90 53 63 86 : 3216
67 53 86 85 : 2592
67 90 53 85 : 2592
67 90 53 86 : 2592
53 86 85 76 : 2592
90 53 85 76 : 2592
90 53 86 76 : 2592
90 53 86 85 : 4608
94 53 86 85 : 2496
94 90 53 85 : 2496
94 90 53 86 : 2496
56 90 86 85 : 3656
67 59 63 85 : 2500
67 59 63 86 : 2500
59 63 85 76 : 2488
59 63 86 76 : 2488
59 63 86 85 : 3964
59 90 63 85 : 3788
59 93 63 85 : 3328
59 90 63 86 : 3596
59 93 63 86 : 3136
59 93 90 63 : 3152
67 59 85 76 : 2632
67 59 86 76 : 2632
67 59 86 85 : 3304
67 59 90 85 : 2960
67 59 90 86 : 2960
59 86 85 76 : 3280
59 90 85 76 : 2936
59 90 86 76 : 2936
59 90 86 85 : 4544
59 93 86 85 : 3472
59 93 90 85 : 3416
59 93 90 86 : 3224
6 90 86 85 : 2970
67 63 86 85 : 3064
67 90 63 85 : 2720
67 90 63 86 : 2720
63 86 85 76 : 3040
90 63 85 76 : 2696
90 63 86 76 : 2696
90 63 86 85 : 4304
93 63 86 85 : 3280
93 90 63 85 : 3224
93 90 63 86 : 3032
67 86 85 76 : 3520
67 90 85 76 : 3080
67 90 86 76 : 3080
67 90 86 85 : 3976
67 93 86 85 : 2608
90 86 85 76 : 3896
93 86 85 76 : 2608
93 90 86 85 : 3368
94 90 86 85 : 2576
1 110 36 24 34 : 2456
1 110 24 34 85 : 2504
1 110 24 34 86 : 2504
1 110 90 24 34 : 2504
1 110 36 24 85 : 2456
1 110 36 24 86 : 2456
1 110 90 36 24 : 2456
1 110 24 86 85 : 2504
1 110 90 24 85 : 2504
1 110 90 24 86 : 2504
1 110 36 34 85 : 2800
1 110 36 34 86 : 2800
1 110 90 36 34 : 2728
1 110 34 86 85 : 2848
1 110 90 34 85 : 2776
1 110 90 34 86 : 2776
1 110 36 86 85 : 2800
1 110 90 36 85 : 2728
1 110 90 36 86 : 2728
1 110 90 86 85 : 2776
1 36 24 34 85 : 3170
1 36 24 34 86 : 3170
1 90 36 24 34 : 3152
1 24 34 86 85 : 3266
1 90 24 34 85 : 3256
1 90 24 34 86 : 3248
1 36 24 86 85 : 3188
1 90 36 24 85 : 3152
1 90 36 24 86 : 3152
1 90 24 86 85 : 3248
1 36 34 86 85 : 3786
1 90 36 34 85 : 3696
1 90 36 34 86 : 3696
1 90 34 86 85 : 3800
1 90 36 86 85 : 3696
10 36 34 86 85 : 3190
10 90 36 34 85 : 3016
10 90 36 34 86 : 3016
10 90 34 86 85 : 3044
10 90 36 86 85 : 3016
2 36 23 34 39 : 2656
2 59 36 23 34 : 2656
2 36 23 63 34 : 2464
2 36 23 34 85 : 2656
2 36 23 34 86 : 2656
2 93 36 23 34 : 2464
2 59 23 34 39 : 2656
2 23 63 34 39 : 2464
2 23 34 39 85 : 2656
2 23 34 86 39 : 2656
2 93 23 34 39 : 2464
2 59 23 63 34 : 2560
2 59 23 34 85 : 2752
2 59 23 34 86 : 2752
2 59 90 23 34 : 2528
2 59 93 23 34 : 2560
2 23 63 34 85 : 2560
2 23 63 34 86 : 2560
2 23 34 86 85 : 2752
2 90 23 34 85 : 2528
2 93 23 34 85 : 2560
2 90 23 34 86 : 2528
2 93 23 34 86 : 2560
2 93 90 23 34 : 2528
2 59 36 23 39 : 2656
2 36 23 63 39 : 2464
2 36 23 39 85 : 2656
2 36 23 86 39 : 2656
2 93 36 23 39 : 2464
2 59 36 23 63 : 2464
2 59 36 23 85 : 2656
2 59 36 23 86 : 2656
2 59 93 36 23 : 2464
2 36 23 63 85 : 2464
2 36 23 63 86 : 2464
2 36 23 86 85 : 2656
2 93 36 23 85 : 2464
2 93 36 23 86 : 2464
2 59 23 63 39 : 2464
2 59 23 39 85 : 2656
2 59 23 86 39 : 2656
2 59 93 23 39 : 2464
2 23 63 39 85 : 2464
2 23 63 86 39 : 2464
2 23 86 39 85 : 2656
2 93 23 39 85 : 2464
2 93 23 86 39 : 2464
2 59 23 63 85 : 2560
2 59 23 63 86 : 2560
2 59 23 86 85 : 2752
2 59 90 23 85 : 2528
2 59 93 23 85 : 2560
2 59 90 23 86 : 2528
2 59 93 23 86 : 2560
2 59 93 90 23 : 2528
2 23 63 86 85 : 2560
2 90 23 86 85 : 2528
2 93 23 86 85 : 2560
2 93 90 23 85 : 2528
2 93 90 23 86 : 2528
2 53 34 39 28 : 2496
2 59 34 39 28 : 2480
2 63 34 39 28 : 2480
2 34 39 28 85 : 3024
2 34 86 39 28 : 3024
2 90 34 39 28 : 2496
2 53 34 28 85 : 2496
2 53 34 86 28 : 2496
2 90 53 34 28 : 2496
2 59 34 28 85 : 2648
2 59 34 86 28 : 2648
2 63 34 28 85 : 2600
2 63 34 86 28 : 2600
2 34 86 28 85 : 3216
2 90 34 28 85 : 2688
2 90 34 86 28 : 2688
2 53 39 28 85 : 2496
2 53 86 39 28 : 2496
2 90 53 39 28 : 2496
2 59 39 28 85 : 2672
2 59 86 39 28 : 2480
2 63 39 28 85 : 2672
2 63 86 39 28 : 2480
2 86 39 28 85 : 3024
2 90 39 28 85 : 2688
2 90 86 39 28 : 2496
2 53 86 28 85 : 2496
2 90 53 28 85 : 2496
2 90 53 86 28 : 2496
2 59 63 28 85 : 2516
2 59 86 28 85 : 2648
2 59 90 28 85 : 2472
2 63 86 28 85 : 2600
2 90 86 28 85 : 2688
2 59 36 34 39 : 2656
2 36 63 34 39 : 2464
2 36 34 39 85 : 2672
2 36 34 86 39 : 2672
2 93 36 34 39 : 2480
2 59 36 63 34 : 2560
2 59 36 34 85 : 2800
2 59 36 34 86 : 2800
2 59 90 36 34 : 2576
2 59 93 36 34 : 2560
2 36 63 34 85 : 2560
2 36 63 34 86 : 2560
2 36 34 86 85 : 2816
2 90 36 34 85 : 2576
2 93 36 34 85 : 2576
2 90 36 34 86 : 2576
2 93 36 34 86 : 2576
2 93 90 36 34 : 2528
2 53 34 39 85 : 2496
2 53 34 86 39 : 2496
2 90 53 34 39 : 2496
2 59 63 34 39 : 2728
2 59 34 39 85 : 3184
2 59 34 86 39 : 3184
2 59 90 34 39 : 2816
2 59 93 34 39 : 2608
2 63 34 39 85 : 2992
2 63 34 86 39 : 2992
2 90 63 34 39 : 2624
67 2 34 39 85 : 2464
67 2 34 86 39 : 2464
2 34 39 85 76 : 2464
2 34 86 39 76 : 2464
2 34 86 39 85 : 3728
2 90 34 39 85 : 3200
2 93 34 39 85 : 2768
2 90 34 86 39 : 3200
2 93 34 86 39 : 2768
2 53 34 86 85 : 2592
2 90 53 34 85 : 2592
2 90 53 34 86 : 2592
2 59 63 34 85 : 2932
2 59 63 34 86 : 2932
2 59 90 63 34 : 2636
2 59 93 63 34 : 2536
2 59 34 86 85 : 3448
2 59 90 34 85 : 3080
2 59 93 34 85 : 2800
2 59 90 34 86 : 3080
2 59 93 34 86 : 2800
2 59 93 90 34 : 2624
2 63 34 86 85 : 3208
2 90 63 34 85 : 2840
2 93 63 34 85 : 2608
2 90 63 34 86 : 2840
2 93 63 34 86 : 2608
67 2 34 86 85 : 2752
2 34 86 85 76 : 2704
2 90 34 86 85 : 3488
2 93 34 86 85 : 2960
2 93 90 34 85 : 2624
2 93 90 34 86 : 2624
2 59 36 63 39 : 2656
2 59 36 39 85 : 2848
2 59 36 86 39 : 2656
2 59 90 36 39 : 2624
2 59 93 36 39 : 2656
2 36 63 39 85 : 2656
2 36 63 86 39 : 2464
2 93 36 63 39 : 2464
2 36 86 39 85 : 2672
2 90 36 39 85 : 2624
2 93 36 39 85 : 2672
2 93 36 86 39 : 2480
2 93 90 36 39 : 2624
2 59 36 63 85 : 2752
2 59 36 63 86 : 2560
2 59 90 36 63 : 2528
2 59 93 36 63 : 2560
2 59 36 86 85 : 2800
2 59 90 36 85 : 2768
2 59 93 36 85 : 2752
2 59 90 36 86 : 2576
2 59 93 36 86 : 2560
2 59 93 90 36 : 2720
2 36 63 86 85 : 2560
2 90 36 63 85 : 2528
2 93 36 63 85 : 2560
2 93 90 36 63 : 2528
2 90 36 86 85 : 2576
2 93 36 86 85 : 2576
2 93 90 36 85 : 2720
2 93 90 36 86 : 2528
2 53 86 39 85 : 2496
2 90 53 39 85 : 2496
2 90 53 86 39 : 2496
2 59 63 39 85 : 2920
2 59 63 86 39 : 2728
2 59 90 63 39 : 2624
2 59 93 63 39 : 2536
2 59 86 39 85 : 3184
2 59 90 39 85 : 3008
2 59 93 39 85 : 2800
2 59 90 86 39 : 2816
2 59 93 86 39 : 2608
2 59 93 90 39 : 2624
2 63 86 39 85 : 2992
2 90 63 39 85 : 2816
2 93 63 39 85 : 2608
2 90 63 86 39 : 2624
67 2 86 39 85 : 2464
2 86 39 85 76 : 2464
2 90 86 39 85 : 3200
2 93 86 39 85 : 2768
2 93 90 39 85 : 2624
2 90 53 86 85 : 2592
2 59 63 86 85 : 2932
2 59 90 63 85 : 2828
2 59 93 63 85 : 2728
2 59 90 63 86 : 2636
2 59 93 63 86 : 2536
2 59 93 90 63 : 2624
2 59 90 86 85 : 3080
2 59 93 86 85 : 2800
2 59 93 90 85 : 2816
2 59 93 90 86 : 2624
2 90 63 86 85 : 2840
2 93 63 86 85 : 2608
2 93 90 63 85 : 2624
2 93 90 86 85 : 2624
59 36 23 34 39 : 2872
36 23 63 34 39 : 2680
36 23 34 39 85 : 3016
36 23 34 86 39 : 3016
90 36 23 34 39 : 2720
93 36 23 34 39 : 2824
59 36 23 63 34 : 2864
59 36 23 34 85 : 3128
59 36 23 34 86 : 3128
59 90 36 23 34 : 2832
59 93 36 23 34 : 2936
36 23 63 34 85 : 2936
36 23 63 34 86 : 2936
90 36 23 63 34 : 2640
93 36 23 63 34 : 2744
36 23 34 86 85 : 3272
90 36 23 34 85 : 2976
93 36 23 34 85 : 3080
90 36 23 34 86 : 2976
93 36 23 34 86 : 3080
93 90 36 23 34 : 2976
59 23 63 34 39 : 2608
59 23 34 39 85 : 2872
59 23 34 86 39 : 2872
59 90 23 34 39 : 2576
59 93 23 34 39 : 2680
23 63 34 39 85 : 2680
23 63 34 86 39 : 2680
93 23 63 34 39 : 2488
23 34 86 39 85 : 3016
90 23 34 39 85 : 2720
93 23 34 39 85 : 2824
90 23 34 86 39 : 2720
93 23 34 86 39 : 2824
93 90 23 34 39 : 2720
59 23 63 34 85 : 2968
59 23 63 34 86 : 2968
59 90 23 63 34 : 2672
59 93 23 63 34 : 2776
59 23 34 86 85 : 3232
59 90 23 34 85 : 2936
59 93 23 34 85 : 3040
59 90 23 34 86 : 2936
59 93 23 34 86 : 3040
59 93 90 23 34 : 2936
23 63 34 86 85 : 3040
90 23 63 34 85 : 2744
93 23 63 34 85 : 2848
90 23 63 34 86 : 2744
93 23 63 34 86 : 2848
93 90 23 63 34 : 2744
90 23 34 86 85 : 3080
93 23 34 86 85 : 3184
93 90 23 34 85 : 3080
93 90 23 34 86 : 3080
59 36 23 63 39 : 2608
59 36 23 39 85 : 2872
59 36 23 86 39 : 2872
59 90 36 23 39 : 2576
59 93 36 23 39 : 2680
36 23 63 39 85 : 2680
36 23 63 86 39 : 2680
93 36 23 63 39 : 2488
36 23 86 39 85 : 3016
90 36 23 39 85 : 2720
93 36 23 39 85 : 2824
90 36 23 86 39 : 2720
93 36 23 86 39 : 2824
93 90 36 23 39 : 2720
59 36 23 63 85 : 2864
59 36 23 63 86 : 2864
59 90 36 23 63 : 2568
59 93 36 23 63 : 2672
59 36 23 86 85 : 3128
59 90 36 23 85 : 2832
59 93 36 23 85 : 2936
59 90 36 23 86 : 2832
59 93 36 23 86 : 2936
59 93 90 36 23 : 2832
36 23 63 86 85 : 2936
90 36 23 63 85 : 2640
93 36 23 63 85 : 2744
90 36 23 63 86 : 2640
93 36 23 63 86 : 2744
93 90 36 23 63 : 2640
90 36 23 86 85 : 2976
93 36 23 86 85 : 3080
93 90 36 23 85 : 2976
93 90 36 23 86 : 2976
59 23 63 39 85 : 2608
59 23 63 86 39 : 2608
59 23 86 39 85 : 2872
59 90 23 39 85 : 2576
59 93 23 39 85 : 2680
59 90 23 86 39 : 2576
59 93 23 86 39 : 2680
59 93 90 23 39 : 2576
23 63 86 39 85 : 2680
93 23 63 39 85 : 2488
93 23 63 86 39 : 2488
90 23 86 39 85 : 2720
93 23 86 39 85 : 2824
93 90 23 39 85 : 2720
93 90 23 86 39 : 2720
59 23 63 86 85 : 2968
59 90 23 63 85 : 2672
59 93 23 63 85 : 2776
59 90 23 63 86 : 2672
59 93 23 63 86 : 2776
59 93 90 23 63 : 2672
59 90 23 86 85 : 2936
59 93 23 86 85 : 3040
59 93 90 23 85 : 2936
59 93 90 23 86 : 2936
90 23 63 86 85 : 2744
93 23 63 86 85 : 2848
93 90 23 63 85 : 2744
93 90 23 63 86 : 2744
93 90 23 86 85 : 3080
36 24 34 86 85 : 3330
90 36 24 34 85 : 3296
90 36 24 34 86 : 3296
53 24 34 86 85 : 2496
90 53 24 34 85 : 2496
94 53 24 34 85 : 2496
90 53 24 34 86 : 2496
94 53 24 34 86 : 2496
94 90 53 24 34 : 2496
90 24 34 86 85 : 4208
94 24 34 86 85 : 2576
94 90 24 34 85 : 2584
94 90 24 34 86 : 2576
90 36 24 86 85 : 3296
90 53 24 86 85 : 2496
94 53 24 86 85 : 2496
94 90 53 24 85 : 2496
94 90 53 24 86 : 2496
94 90 24 86 85 : 2576
53 34 39 28 85 : 2496
53 34 86 39 28 : 2496
90 53 34 39 28 : 2496
59 34 39 28 85 : 2552
59 34 86 39 28 : 2552
63 34 39 28 85 : 2552
63 34 86 39 28 : 2552
34 86 39 28 85 : 3096
90 34 39 28 85 : 2496
90 34 86 39 28 : 2496
53 34 86 28 85 : 2496
90 53 34 28 85 : 2496
90 53 34 86 28 : 2496
59 34 86 28 85 : 2728
63 34 86 28 85 : 2680
90 34 86 28 85 : 2728
53 86 39 28 85 : 2496
90 53 39 28 85 : 2496
90 53 86 39 28 : 2496
59 63 39 28 85 : 2480
59 86 39 28 85 : 2552
63 86 39 28 85 : 2552
90 86 39 28 85 : 2496
90 53 86 28 85 : 2496
3 36 34 86 85 : 2962
3 90 36 34 85 : 2872
3 90 36 34 86 : 2872
3 34 86 39 85 : 2578
3 90 34 86 85 : 3416
3 90 36 86 85 : 2872
56 36 34 39 85 : 3432
56 36 34 86 39 : 3432
56 90 36 34 39 : 3312
59 36 63 34 39 : 2608
59 36 34 39 85 : 2872
59 36 34 86 39 : 2872
59 90 36 34 39 : 2576
59 93 36 34 39 : 2680
36 63 34 39 85 : 2680
36 63 34 86 39 : 2680
93 36 63 34 39 : 2488
36 34 86 39 85 : 4346
90 36 34 39 85 : 4016
93 36 34 39 85 : 2840
90 36 34 86 39 : 4016
93 36 34 86 39 : 2840
93 90 36 34 39 : 2720
52 36 34 86 85 : 2858
90 52 36 34 85 : 2528
90 52 36 34 86 : 2528
59 36 53 34 85 : 2736
59 36 53 34 86 : 2736
59 90 36 53 34 : 2736
36 53 63 34 85 : 2736
36 53 63 34 86 : 2736
90 36 53 63 34 : 2736
36 53 34 86 85 : 3744
90 36 53 34 85 : 3744
90 36 53 34 86 : 3744
56 36 34 86 85 : 3528
56 90 36 34 85 : 3408
56 90 36 34 86 : 3408
59 36 63 34 85 : 3488
59 36 63 34 86 : 3488
59 90 36 63 34 : 3192
59 93 36 63 34 : 2864
67 59 36 34 85 : 2552
67 59 36 34 86 : 2552
59 36 34 85 76 : 2552
59 36 34 86 76 : 2552
59 36 34 86 85 : 4232
59 90 36 34 85 : 3936
59 93 36 34 85 : 3128
59 90 36 34 86 : 3936
59 93 36 34 86 : 3128
59 93 90 36 34 : 3024
36 63 34 86 85 : 3992
90 36 63 34 85 : 3696
93 36 63 34 85 : 2936
90 36 63 34 86 : 3696
93 36 63 34 86 : 2936
93 90 36 63 34 : 2832
67 36 34 86 85 : 3160
67 90 36 34 85 : 2960
67 90 36 34 86 : 2960
36 34 86 85 76 : 3128
90 36 34 85 76 : 2928
90 36 34 86 76 : 2928
90 36 34 86 85 : 6272
93 36 34 86 85 : 3288
93 90 36 34 85 : 3168
93 90 36 34 86 : 3168
90 34 86 85 38 : 2504
52 34 86 39 85 : 2618
53 34 86 39 85 : 2784
90 53 34 39 85 : 2784
90 53 34 86 39 : 2784
56 34 86 39 85 : 3432
56 90 34 39 85 : 3312
56 90 34 86 39 : 3312
59 63 34 39 85 : 2872
59 63 34 86 39 : 2872
59 90 63 34 39 : 2504
59 93 63 34 39 : 2488
59 34 86 39 85 : 3400
59 90 34 39 85 : 2960
59 93 34 39 85 : 2824
59 90 34 86 39 : 2960
59 93 34 86 39 : 2824
59 93 90 34 39 : 2576
63 34 86 39 85 : 3208
90 63 34 39 85 : 2768
93 63 34 39 85 : 2632
90 63 34 86 39 : 2768
93 63 34 86 39 : 2632
67 34 86 39 85 : 2824
34 86 39 85 76 : 2824
90 34 86 39 85 : 4784
93 34 86 39 85 : 3128
93 90 34 39 85 : 2720
93 90 34 86 39 : 2720
90 52 34 86 85 : 2680
59 53 63 34 85 : 2520
59 53 63 34 86 : 2520
59 90 53 63 34 : 2520
59 53 34 86 85 : 3216
59 90 53 34 85 : 3216
59 90 53 34 86 : 3216
53 63 34 86 85 : 3216
90 53 63 34 85 : 3216
90 53 63 34 86 : 3216
67 53 34 86 85 : 2592
67 90 53 34 85 : 2592
67 90 53 34 86 : 2592
53 34 86 85 76 : 2592
90 53 34 85 76 : 2592
90 53 34 86 76 : 2592
90 53 34 86 85 : 4608
94 53 34 86 85 : 2496
94 90 53 34 85 : 2496
94 90 53 34 86 : 2496
56 90 34 86 85 : 3656
67 59 63 34 85 : 2500
67 59 63 34 86 : 2500
59 63 34 85 76 : 2488
59 63 34 86 76 : 2488
59 63 34 86 85 : 3964
59 90 63 34 85 : 3596
59 93 63 34 85 : 3136
59 90 63 34 86 : 3596
59 93 63 34 86 : 3136
59 93 90 63 34 : 2960
67 59 34 85 76 : 2632
67 59 34 86 76 : 2632
67 59 34 86 85 : 3304
67 59 90 34 85 : 2960
67 59 90 34 86 : 2960
59 34 86 85 76 : 3280
59 90 34 85 76 : 2936
59 90 34 86 76 : 2936
59 90 34 86 85 : 4544
59 93 34 86 85 : 3472
59 93 90 34 85 : 3224
59 93 90 34 86 : 3224
67 63 34 86 85 : 3064
67 90 63 34 85 : 2720
67 90 63 34 86 : 2720
63 34 86 85 76 : 3040
90 63 34 85 76 : 2696
90 63 34 86 76 : 2696
90 63 34 86 85 : 4304
93 63 34 86 85 : 3280
93 90 63 34 85 : 3032
93 90 63 34 86 : 3032
67 34 86 85 76 : 3520
67 90 34 85 76 : 3080
67 90 34 86 76 : 3080
67 90 34 86 85 : 3976
67 93 34 86 85 : 2608
90 34 86 85 76 : 3896
93 34 86 85 76 : 2608
93 90 34 86 85 : 3368
94 90 34 86 85 : 2576
56 36 86 39 85 : 3432
56 90 36 39 85 : 3312
56 90 36 86 39 : 3312
59 36 63 39 85 : 2800
59 36 63 86 39 : 2608
59 90 36 63 39 : 2504
59 93 36 63 39 : 2608
59 36 86 39 85 : 2872
59 90 36 39 85 : 2768
59 93 36 39 85 : 2872
59 90 36 86 39 : 2576
59 93 36 86 39 : 2680
59 93 90 36 39 : 2768
36 63 86 39 85 : 2680
90 36 63 39 85 : 2576
93 36 63 39 85 : 2680
93 36 63 86 39 : 2488
93 90 36 63 39 : 2576
90 36 86 39 85 : 4016
93 36 86 39 85 : 2840
93 90 36 39 85 : 2912
93 90 36 86 39 : 2720
90 52 36 86 85 : 2528
59 36 53 86 85 : 2736
59 90 36 53 85 : 2736
59 90 36 53 86 : 2736
36 53 63 86 85 : 2736
90 36 53 63 85 : 2736
90 36 53 63 86 : 2736
90 36 53 86 85 : 3744
56 90 36 86 85 : 3408
59 36 63 86 85 : 3488
59 90 36 63 85 : 3384
59 93 36 63 85 : 3056
59 90 36 63 86 : 3192
59 93 36 63 86 : 2864
59 93 90 36 63 : 2952
67 59 36 86 85 : 2552
59 36 86 85 76 : 2552
59 90 36 86 85 : 3936
59 93 36 86 85 : 3128
59 93 90 36 85 : 3216
59 93 90 36 86 : 3024
90 36 63 86 85 : 3696
93 36 63 86 85 : 2936
93 90 36 63 85 : 3024
93 90 36 63 86 : 2832
67 90 36 86 85 : 2960
90 36 86 85 76 : 2928
93 90 36 86 85 : 3168
90 53 86 39 85 : 2784
56 90 86 39 85 : 3312
59 63 86 39 85 : 2872
59 90 63 39 85 : 2696
59 93 63 39 85 : 2680
59 90 63 86 39 : 2504
59 93 63 86 39 : 2488
59 93 90 63 39 : 2504
59 90 86 39 85 : 2960
59 93 86 39 85 : 2824
59 93 90 39 85 : 2768
59 93 90 86 39 : 2576
90 63 86 39 85 : 2768
93 63 86 39 85 : 2632
93 90 63 39 85 : 2576
93 90 86 39 85 : 2720
59 53 63 86 85 : 2520
59 90 53 63 85 : 2520
59 90 53 63 86 : 2520
59 90 53 86 85 : 3216
90 53 63 86 85 : 3216
67 90 53 86 85 : 2592
90 53 86 85 76 : 2592
94 90 53 86 85 : 2496
67 59 63 86 85 : 2500
59 63 86 85 76 : 2488
59 90 63 86 85 : 3596
59 93 63 86 85 : 3136
59 93 90 63 85 : 3152
59 93 90 63 86 : 2960
67 59 86 85 76 : 2632
67 59 90 86 85 : 2960
59 90 86 85 76 : 2936
59 93 90 86 85 : 3224
67 90 63 86 85 : 2720
90 63 86 85 76 : 2696
93 90 63 86 85 : 3032
67 90 86 85 76 : 3080
1 110 36 24 34 85 : 2456
1 110 36 24 34 86 : 2456
1 110 90 36 24 34 : 2456
1 110 24 34 86 85 : 2504
1 110 90 24 34 85 : 2504
1 110 90 24 34 86 : 2504
1 110 36 24 86 85 : 2456
1 110 90 36 24 85 : 2456
1 110 90 36 24 86 : 2456
1 110 90 24 86 85 : 2504
1 110 36 34 86 85 : 2800
1 110 90 36 34 85 : 2728
1 110 90 36 34 86 : 2728
1 110 90 34 86 85 : 2776
1 110 90 36 86 85 : 2728
1 36 24 34 86 85 : 3170
1 90 36 24 34 85 : 3152
1 90 36 24 34 86 : 3152
1 90 24 34 86 85 : 3248
1 90 36 24 86 85 : 3152
1 90 36 34 86 85 : 3696
10 90 36 34 86 85 : 3016
2 59 36 23 34 39 : 2656
2 36 23 63 34 39 : 2464
2 36 23 34 39 85 : 2656
2 36 23 34 86 39 : 2656
2 93 36 23 34 39 : 2464
2 59 36 23 63 34 : 2464
2 59 36 23 34 85 : 2656
2 59 36 23 34 86 : 2656
2 59 93 36 23 34 : 2464
2 36 23 63 34 85 : 2464
2 36 23 63 34 86 : 2464
2 36 23 34 86 85 : 2656
2 93 36 23 34 85 : 2464
2 93 36 23 34 86 : 2464
2 59 23 63 34 39 : 2464
2 59 23 34 39 85 : 2656
2 59 23 34 86 39 : 2656
2 59 93 23 34 39 : 2464
2 23 63 34 39 85 : 2464
2 23 63 34 86 39 : 2464
2 23 34 86 39 85 : 2656
2 93 23 34 39 85 : 2464
2 93 23 34 86 39 : 2464
2 59 23 63 34 85 : 2560
2 59 23 63 34 86 : 2560
2 59 23 34 86 85 : 2752
2 59 90 23 34 85 : 2528
2 59 93 23 34 85 : 2560
2 59 90 23 34 86 : 2528
2 59 93 23 34 86 : 2560
2 59 93 90 23 34 : 2528
2 23 63 34 86 85 : 2560
2 90 23 34 86 85 : 2528
2 93 23 34 86 85 : 2560
2 93 90 23 34 85 : 2528
2 93 90 23 34 86 : 2528
2 59 36 23 63 39 : 2464
2 59 36 23 39 85 : 2656
2 59 36 23 86 39 : 2656
2 59 93 36 23 39 : 2464
2 36 23 63 39 85 : 2464
2 36 23 63 86 39 : 2464
2 36 23 86 39 85 : 2656
2 93 36 23 39 85 : 2464
2 93 36 23 86 39 : 2464
2 59 36 23 63 85 : 2464
2 59 36 23 63 86 : 2464
2 59 36 23 86 85 : 2656
2 59 93 36 23 85 : 2464
2 59 93 36 23 86 : 2464
2 36 23 63 86 85 : 2464
2 93 36 23 86 85 : 2464
2 59 23 63 39 85 : 2464
2 59 23 63 86 39 : 2464
2 59 23 86 39 85 : 2656
2 59 93 23 39 85 : 2464
2 59 93 23 86 39 : 2464
2 23 63 86 39 85 : 2464
2 93 23 86 39 85 : 2464
2 59 23 63 86 85 : 2560
2 59 90 23 86 85 : 2528
2 59 93 23 86 85 : 2560
2 59 93 90 23 85 : 2528
2 59 93 90 23 86 : 2528
2 93 90 23 86 85 : 2528
2 53 34 39 28 85 : 2496
2 53 34 86 39 28 : 2496
2 90 53 34 39 28 : 2496
2 59 34 39 28 85 : 2480
2 59 34 86 39 28 : 2480
2 63 34 39 28 85 : 2480
2 63 34 86 39 28 : 2480
2 34 86 39 28 85 : 3024
2 90 34 39 28 85 : 2496
2 90 34 86 39 28 : 2496
2 53 34 86 28 85 : 2496
2 90 53 34 28 85 : 2496
2 90 53 34 86 28 : 2496
2 59 34 86 28 85 : 2648
2 63 34 86 28 85 : 2600
2 90 34 86 28 85 : 2688
2 53 86 39 28 85 : 2496
2 90 53 39 28 85 : 2496
2 90 53 86 39 28 : 2496
2 59 86 39 28 85 : 2480
2 63 86 39 28 85 : 2480
2 90 86 39 28 85 : 2496
2 90 53 86 28 85 : 2496
2 59 36 63 34 39 : 2464
2 59 36 34 39 85 : 2656
2 59 36 34 86 39 : 2656
2 59 93 36 34 39 : 2464
2 36 63 34 39 85 : 2464
2 36 63 34 86 39 : 2464
2 36 34 86 39 85 : 2672
2 93 36 34 39 85 : 2480
2 93 36 34 86 39 : 2480
2 59 36 63 34 85 : 2560
2 59 36 63 34 86 : 2560
2 59 36 34 86 85 : 2800
2 59 90 36 34 85 : 2576
2 59 93 36 34 85 : 2560
2 59 90 36 34 86 : 2576
2 59 93 36 34 86 : 2560
2 59 93 90 36 34 : 2528
2 36 63 34 86 85 : 2560
2 90 36 34 86 85 : 2576
2 93 36 34 86 85 : 2576
2 93 90 36 34 85 : 2528
2 93 90 36 34 86 : 2528
2 53 34 86 39 85 : 2496
2 90 53 34 39 85 : 2496
2 90 53 34 86 39 : 2496
2 59 63 34 39 85 : 2728
2 59 63 34 86 39 : 2728
2 59 34 86 39 85 : 3184
2 59 90 34 39 85 : 2816
2 59 93 34 39 85 : 2608
2 59 90 34 86 39 : 2816
2 59 93 34 86 39 : 2608
2 63 34 86 39 85 : 2992
2 90 63 34 39 85 : 2624
2 90 63 34 86 39 : 2624
67 2 34 86 39 85 : 2464
2 34 86 39 85 76 : 2464
2 90 34 86 39 85 : 3200
2 93 34 86 39 85 : 2768
2 90 53 34 86 85 : 2592
2 59 63 34 86 85 : 2932
2 59 90 63 34 85 : 2636
2 59 93 63 34 85 : 2536
2 59 90 63 34 86 : 2636
2 59 93 63 34 86 : 2536
2 59 90 34 86 85 : 3080
2 59 93 34 86 85 : 2800
2 59 93 90 34 85 : 2624
2 59 93 90 34 86 : 2624
2 90 63 34 86 85 : 2840
