1 : 3916
10 : 3244
102 : 2388
11 : 2321
110 : 4040
114 : 2148
116 : 3148
13 : 2284
2 : 4208
23 : 3376
24 : 4748
28 : 3528
29 : 2160
3 : 3656
34 : 7914
36 : 6812
38 : 2512
39 : 5612
52 : 3516
53 : 4608
56 : 3776
58 : 2480
59 : 5176
6 : 3152
61 : 2372
63 : 4936
66 : 2304
67 : 4464
76 : 4384
85 : 8124
86 : 7924
9 : 2556
90 : 7488
93 : 3968
94 : 2776
23 34 53 85 : 2112
23 34 53 86 : 2112
23 34 53 90 : 2112
23 34 53 93 : 2112
23 34 56 59 : 2080
23 34 56 63 : 2080
23 34 56 85 : 2224
23 34 56 86 : 2224
23 34 56 90 : 2120
23 34 56 93 : 2224
23 34 59 63 : 2968
23 34 59 85 : 3232
23 34 59 86 : 3232
23 34 59 90 : 2936
23 34 59 93 : 3040
23 34 63 85 : 3040
23 34 63 86 : 3040
23 34 63 90 : 2744
23 34 63 93 : 2848
23 34 67 85 : 2128
23 34 67 86 : 2128
23 34 67 93 : 2032
23 34 76 85 : 2128
23 34 76 86 : 2128
23 34 76 93 : 2032
23 34 85 86 : 3376
23 34 85 90 : 3080
23 34 85 93 : 3184
23 34 86 90 : 3080
23 34 86 93 : 3184
23 34 90 93 : 3080
23 36 39 56 : 2120
23 36 39 59 : 2872
23 36 39 63 : 2680
23 36 39 85 : 3016
23 36 39 86 : 3016
23 36 39 90 : 2720
23 36 39 93 : 2824
23 36 56 85 : 2120
23 36 56 86 : 2120
23 36 56 93 : 2120
23 36 59 63 : 2864
23 36 59 85 : 3128
23 36 59 86 : 3128
23 36 59 90 : 2832
23 36 59 93 : 2936
23 36 63 85 : 2936
23 36 63 86 : 2936
23 36 63 90 : 2640
23 36 63 93 : 2744
23 36 85 86 : 3272
23 36 85 90 : 2976
23 36 85 93 : 3080
23 36 86 90 : 2976
23 36 86 93 : 3080
23 36 90 93 : 2976
23 39 56 85 : 2120
23 39 56 86 : 2120
23 39 56 93 : 2120
23 39 59 63 : 2608
23 39 59 85 : 2872
23 39 59 86 : 2872
23 39 59 90 : 2576
23 39 59 93 : 2680
23 39 63 85 : 2680
23 39 63 86 : 2680
23 39 63 90 : 2384
23 39 63 93 : 2488
23 39 85 86 : 3016
23 39 85 90 : 2720
23 39 85 93 : 2824
23 39 86 90 : 2720
23 39 86 93 : 2824
23 39 90 93 : 2720
23 53 56 85 : 2112
23 53 56 86 : 2112
23 53 56 90 : 2112
23 53 56 93 : 2112
23 53 85 86 : 2112
23 53 85 90 : 2112
23 53 85 93 : 2112
23 53 86 90 : 2112
23 53 86 93 : 2112
23 53 90 93 : 2112
23 56 59 85 : 2080
23 56 59 86 : 2080
23 56 59 93 : 2080
23 56 63 85 : 2080
23 56 63 86 : 2080
23 56 63 93 : 2080
23 56 85 86 : 2224
23 56 85 90 : 2120
23 56 85 93 : 2224
23 56 86 90 : 2120
23 56 86 93 : 2224
23 56 90 93 : 2120
23 59 63 85 : 2968
23 59 63 86 : 2968
23 59 63 90 : 2672
23 59 63 93 : 2776
23 59 85 86 : 3232
23 59 85 90 : 2936
23 59 85 93 : 3040
23 59 86 90 : 2936
23 59 86 93 : 3040
23 59 90 93 : 2936
23 63 85 86 : 3040
23 63 85 90 : 2744
23 63 85 93 : 2848
23 63 86 90 : 2744
23 63 86 93 : 2848
23 63 90 93 : 2744
23 67 85 86 : 2128
23 67 85 93 : 2032
23 67 86 93 : 2032
23 76 85 86 : 2128
23 76 85 93 : 2032
23 76 86 93 : 2032
23 85 86 90 : 3080
23 85 86 93 : 3184
23 85 90 93 : 3080
23 86 90 93 : 3080
24 34 36 61 : 2210
24 34 36 66 : 2160
24 34 36 85 : 3330
24 34 36 86 : 3330
24 34 36 90 : 3296
24 34 38 85 : 2152
24 34 38 86 : 2144
24 34 38 90 : 2152
24 34 39 85 : 2386
24 34 39 86 : 2386
24 34 39 90 : 2064
24 34 52 85 : 2042
24 34 52 86 : 2034
24 34 53 85 : 2496
24 34 53 86 : 2496
24 34 53 90 : 2496
24 34 53 94 : 2496
24 34 58 85 : 2096
24 34 58 86 : 2096
24 34 61 85 : 2354
24 34 61 86 : 2354
24 34 61 90 : 2192
24 34 66 85 : 2304
24 34 66 86 : 2304
24 34 66 90 : 2160
24 34 67 85 : 2336
24 34 67 86 : 2336
24 34 67 90 : 2048
24 34 76 85 : 2256
24 34 76 86 : 2256
24 34 85 86 : 4530
24 34 85 90 : 4216
24 34 85 94 : 2584
24 34 86 90 : 4208
24 34 86 94 : 2576
24 34 90 94 : 2584
24 36 61 85 : 2228
24 36 61 86 : 2228
24 36 61 90 : 2192
24 36 66 85 : 2160
24 36 66 86 : 2160
24 36 66 90 : 2160
24 36 85 86 : 3348
24 36 85 90 : 3488
24 36 86 90 : 3296
24 38 85 86 : 2144
24 38 85 90 : 2152
24 38 86 90 : 2144
24 39 85 86 : 2404
24 39 85 90 : 2256
24 39 86 90 : 2064
24 52 85 86 : 2052
24 53 85 86 : 2496
24 53 85 90 : 2496
24 53 85 94 : 2496
24 53 86 90 : 2496
24 53 86 94 : 2496
24 53 90 94 : 2496
24 58 85 86 : 2096
24 61 85 86 : 2372
24 61 85 90 : 2192
24 61 86 90 : 2192
24 66 85 86 : 2304
24 66 85 90 : 2160
24 66 86 90 : 2160
24 67 85 86 : 2336
24 67 85 90 : 2048
24 67 86 90 : 2048
24 76 85 86 : 2256
24 85 86 90 : 4208
24 85 86 94 : 2576
24 85 90 94 : 2584
24 86 90 94 : 2576
28 34 36 39 : 2040
28 34 36 59 : 2168
28 34 36 63 : 2120
28 34 36 85 : 2216
28 34 36 86 : 2216
28 34 39 53 : 2496
28 34 39 59 : 2552
28 34 39 63 : 2552
28 34 39 85 : 3096
28 34 39 86 : 3096
28 34 39 90 : 2496
28 34 39 93 : 2136
28 34 53 59 : 2112
28 34 53 63 : 2112
28 34 53 85 : 2496
28 34 53 86 : 2496
28 34 53 90 : 2496
28 34 59 63 : 2404
28 34 59 85 : 2728
28 34 59 86 : 2728
28 34 59 90 : 2288
28 34 59 93 : 2080
28 34 63 85 : 2680
28 34 63 86 : 2680
28 34 63 90 : 2240
28 34 63 93 : 2080
28 34 67 85 : 2064
28 34 67 86 : 2064
28 34 85 86 : 3328
28 34 85 90 : 2736
28 34 85 93 : 2240
28 34 86 90 : 2728
28 34 86 93 : 2240
28 36 39 59 : 2216
28 36 39 63 : 2216
28 36 39 85 : 2232
28 36 39 86 : 2040
28 36 39 93 : 2040
28 36 59 63 : 2312
28 36 59 85 : 2360
28 36 59 86 : 2168
28 36 59 90 : 2064
28 36 59 93 : 2120
28 36 63 85 : 2312
28 36 63 86 : 2120
28 36 63 93 : 2120
28 36 85 86 : 2216
28 36 85 90 : 2096
28 36 85 93 : 2136
28 39 53 59 : 2112
28 39 53 63 : 2112
28 39 53 85 : 2496
28 39 53 86 : 2496
28 39 53 90 : 2496
28 39 59 63 : 2480
28 39 59 85 : 2744
28 39 59 86 : 2552
28 39 59 90 : 2304
28 39 59 93 : 2168
28 39 63 85 : 2744
28 39 63 86 : 2552
28 39 63 90 : 2304
28 39 63 93 : 2168
28 39 85 86 : 3096
28 39 85 90 : 2688
28 39 85 93 : 2328
28 39 86 90 : 2496
28 39 86 93 : 2136
28 53 59 85 : 2112
28 53 59 86 : 2112
28 53 59 90 : 2112
28 53 63 85 : 2112
28 53 63 86 : 2112
28 53 63 90 : 2112
28 53 85 86 : 2496
28 53 85 90 : 2496
28 53 86 90 : 2496
28 59 63 85 : 2596
28 59 63 86 : 2404
28 59 63 90 : 2228
28 59 63 93 : 2200
28 59 85 86 : 2728
28 59 85 90 : 2480
28 59 85 93 : 2272
28 59 86 90 : 2288
28 59 86 93 : 2080
28 63 85 86 : 2680
28 63 85 90 : 2432
28 63 85 93 : 2272
28 63 86 90 : 2240
28 63 86 93 : 2080
28 67 85 86 : 2064
28 85 86 90 : 2728
28 85 86 93 : 2240
29 34 36 85 : 2160
29 34 36 86 : 2160
29 34 36 90 : 2160
29 34 85 86 : 2160
29 34 85 90 : 2160
29 34 86 90 : 2160
29 36 85 86 : 2160
29 36 85 90 : 2160
29 36 86 90 : 2160
29 85 86 90 : 2160
3 34 36 39 : 2098
3 34 36 85 : 2962
3 34 36 86 : 2962
3 34 36 90 : 2872
3 34 39 85 : 2578
3 34 39 86 : 2578
3 34 39 90 : 2392
3 34 59 85 : 2328
3 34 59 86 : 2328
3 34 59 90 : 2200
3 34 63 85 : 2208
3 34 63 86 : 2208
3 34 63 90 : 2080
3 34 67 85 : 2048
3 34 67 86 : 2048
3 34 85 86 : 3602
3 34 85 90 : 3416
3 34 86 90 : 3416
3 36 39 85 : 2152
3 36 39 86 : 2104
3 36 39 90 : 2056
3 36 85 86 : 2968
3 36 85 90 : 2920
3 36 86 90 : 2872
3 39 85 86 : 2584
3 39 85 90 : 2440
3 39 86 90 : 2392
3 59 85 86 : 2328
3 59 85 90 : 2248
3 59 86 90 : 2200
3 63 85 86 : 2208
3 63 85 90 : 2128
3 63 86 90 : 2080
3 67 85 86 : 2048
3 85 86 90 : 3416
34 36 38 85 : 2256
34 36 38 86 : 2256
34 36 38 90 : 2256
34 36 39 52 : 2330
34 36 39 56 : 3432
34 36 39 59 : 2872
34 36 39 63 : 2680
34 36 39 85 : 4346
34 36 39 86 : 4346
34 36 39 90 : 4016
34 36 39 93 : 2840
34 36 52 85 : 2858
34 36 52 86 : 2858
34 36 52 90 : 2528
34 36 53 59 : 2736
34 36 53 63 : 2736
34 36 53 85 : 3744
34 36 53 86 : 3744
34 36 53 90 : 3744
34 36 56 59 : 2072
34 36 56 63 : 2072
34 36 56 85 : 3528
34 36 56 86 : 3528
34 36 56 90 : 3408
34 36 56 93 : 2232
34 36 59 63 : 3488
34 36 59 67 : 2552
34 36 59 76 : 2552
34 36 59 85 : 4232
34 36 59 86 : 4232
34 36 59 90 : 3936
34 36 59 93 : 3128
34 36 61 85 : 2210
34 36 61 86 : 2210
34 36 61 90 : 2192
34 36 63 67 : 2312
34 36 63 76 : 2312
34 36 63 85 : 3992
34 36 63 86 : 3992
34 36 63 90 : 3696
34 36 63 93 : 2936
34 36 66 85 : 2160
34 36 66 86 : 2160
34 36 66 90 : 2160
34 36 67 76 : 2264
34 36 67 85 : 3160
34 36 67 86 : 3160
34 36 67 90 : 2960
34 36 67 93 : 2120
34 36 76 85 : 3128
34 36 76 86 : 3128
34 36 76 90 : 2928
34 36 76 93 : 2120
34 36 85 86 : 6602
34 36 85 90 : 6272
34 36 85 93 : 3288
34 36 86 90 : 6272
34 36 86 93 : 3288
34 36 90 93 : 3168
34 38 85 86 : 2504
34 38 85 90 : 2512
34 38 86 90 : 2504
34 39 52 85 : 2618
34 39 52 86 : 2618
34 39 53 59 : 2256
34 39 53 63 : 2256
34 39 53 85 : 2784
34 39 53 86 : 2784
34 39 53 90 : 2784
34 39 56 85 : 3432
34 39 56 86 : 3432
34 39 56 90 : 3312
34 39 56 93 : 2136
34 39 59 63 : 2872
34 39 59 67 : 2152
34 39 59 76 : 2152
34 39 59 85 : 3400
34 39 59 86 : 3400
34 39 59 90 : 2960
34 39 59 93 : 2824
34 39 63 85 : 3208
34 39 63 86 : 3208
34 39 63 90 : 2768
34 39 63 93 : 2632
34 39 67 76 : 2392
34 39 67 85 : 2824
34 39 67 86 : 2824
34 39 67 90 : 2336
34 39 76 85 : 2824
34 39 76 86 : 2824
34 39 76 90 : 2336
34 39 85 86 : 5402
34 39 85 90 : 4784
34 39 85 93 : 3128
34 39 86 90 : 4784
34 39 86 93 : 3128
34 39 90 93 : 2720
34 52 85 86 : 3298
34 52 85 90 : 2688
34 52 86 90 : 2680
34 53 56 85 : 2112
34 53 56 86 : 2112
34 53 56 90 : 2112
34 53 56 93 : 2112
34 53 59 63 : 2520
34 53 59 85 : 3216
34 53 59 86 : 3216
34 53 59 90 : 3216
34 53 63 85 : 3216
34 53 63 86 : 3216
34 53 63 90 : 3216
34 53 67 85 : 2592
34 53 67 86 : 2592
34 53 67 90 : 2592
34 53 76 85 : 2592
34 53 76 86 : 2592
34 53 76 90 : 2592
34 53 85 86 : 4608
34 53 85 90 : 4608
34 53 85 93 : 2112
34 53 85 94 : 2496
34 53 86 90 : 4608
34 53 86 93 : 2112
34 53 86 94 : 2496
34 53 90 93 : 2112
34 53 90 94 : 2496
34 56 59 63 : 2212
34 56 59 85 : 2296
34 56 59 86 : 2296
34 56 59 90 : 2192
34 56 59 93 : 2272
34 56 63 85 : 2296
34 56 63 86 : 2296
34 56 63 90 : 2192
34 56 63 93 : 2272
34 56 85 86 : 3776
34 56 85 90 : 3656
34 56 85 93 : 2432
34 56 86 90 : 3656
34 56 86 93 : 2432
34 56 90 93 : 2312
34 58 85 86 : 2288
34 59 63 67 : 2500
34 59 63 76 : 2488
34 59 63 85 : 3964
34 59 63 86 : 3964
34 59 63 90 : 3596
34 59 63 93 : 3136
34 59 67 76 : 2632
34 59 67 85 : 3304
34 59 67 86 : 3304
34 59 67 90 : 2960
34 59 67 93 : 2320
34 59 76 85 : 3280
34 59 76 86 : 3280
34 59 76 90 : 2936
34 59 76 93 : 2320
34 59 85 86 : 4984
34 59 85 90 : 4544
34 59 85 93 : 3472
34 59 86 90 : 4544
34 59 86 93 : 3472
34 59 90 93 : 3224
34 61 85 86 : 2354
34 61 85 90 : 2192
34 61 86 90 : 2192
34 63 67 76 : 2392
34 63 67 85 : 3064
34 63 67 86 : 3064
34 63 67 90 : 2720
34 63 67 93 : 2128
34 63 76 85 : 3040
34 63 76 86 : 3040
34 63 76 90 : 2696
34 63 76 93 : 2128
34 63 85 86 : 4744
34 63 85 90 : 4304
34 63 85 93 : 3280
34 63 86 90 : 4304
34 63 86 93 : 3280
34 63 90 93 : 3032
34 66 85 86 : 2304
34 66 85 90 : 2160
34 66 86 90 : 2160
34 67 76 85 : 3520
34 67 76 86 : 3520
34 67 76 90 : 3080
34 67 76 93 : 2224
34 67 85 86 : 4464
34 67 85 90 : 3976
34 67 85 93 : 2608
34 67 86 90 : 3976
34 67 86 93 : 2608
34 67 90 93 : 2216
34 76 85 86 : 4384
34 76 85 90 : 3896
34 76 85 93 : 2608
34 76 86 90 : 3896
34 76 86 93 : 2608
34 76 90 93 : 2216
34 85 86 90 : 7288
34 85 86 93 : 3776
34 85 86 94 : 2768
34 85 90 93 : 3368
34 85 90 94 : 2584
34 86 90 93 : 3368
34 86 90 94 : 2576
36 38 85 86 : 2256
36 38 85 90 : 2256
36 38 86 90 : 2256
36 39 52 85 : 2540
36 39 52 86 : 2348
36 39 52 90 : 2192
36 39 56 85 : 3432
36 39 56 86 : 3432
36 39 56 90 : 3312
36 39 56 93 : 2136
36 39 59 63 : 2800
36 39 59 85 : 3064
36 39 59 86 : 2872
36 39 59 90 : 2768
36 39 59 93 : 2872
36 39 63 85 : 2872
36 39 63 86 : 2680
36 39 63 90 : 2576
36 39 63 93 : 2680
36 39 85 86 : 4364
36 39 85 90 : 4208
36 39 85 93 : 3032
36 39 86 90 : 4016
36 39 86 93 : 2840
36 39 90 93 : 2912
36 52 85 86 : 2876
36 52 85 90 : 2720
36 52 86 90 : 2528
36 53 59 63 : 2232
36 53 59 85 : 2736
36 53 59 86 : 2736
36 53 59 90 : 2736
36 53 63 85 : 2736
36 53 63 86 : 2736
36 53 63 90 : 2736
36 53 85 86 : 3744
36 53 85 90 : 3744
36 53 86 90 : 3744
36 56 59 85 : 2072
36 56 59 86 : 2072
36 56 59 93 : 2072
36 56 63 85 : 2072
36 56 63 86 : 2072
36 56 63 93 : 2072
36 56 85 86 : 3528
36 56 85 90 : 3408
36 56 85 93 : 2232
36 56 86 90 : 3408
36 56 86 93 : 2232
36 56 90 93 : 2112
36 59 63 85 : 3680
36 59 63 86 : 3488
36 59 63 90 : 3384
36 59 63 93 : 3056
36 59 67 85 : 2552
36 59 67 86 : 2552
36 59 67 90 : 2352
36 59 76 85 : 2552
36 59 76 86 : 2552
36 59 76 90 : 2352
36 59 85 86 : 4232
36 59 85 90 : 4128
36 59 85 93 : 3320
36 59 86 90 : 3936
36 59 86 93 : 3128
36 59 90 93 : 3216
36 61 85 86 : 2228
36 61 85 90 : 2192
36 61 86 90 : 2192
36 63 67 85 : 2312
36 63 67 86 : 2312
36 63 67 90 : 2112
36 63 76 85 : 2312
36 63 76 86 : 2312
36 63 76 90 : 2112
36 63 85 86 : 3992
36 63 85 90 : 3888
36 63 85 93 : 3128
36 63 86 90 : 3696
36 63 86 93 : 2936
36 63 90 93 : 3024
36 66 85 86 : 2160
36 66 85 90 : 2160
36 66 86 90 : 2160
36 67 76 85 : 2264
36 67 76 86 : 2264
36 67 76 90 : 2112
36 67 85 86 : 3160
36 67 85 90 : 2960
36 67 85 93 : 2120
36 67 86 90 : 2960
36 67 86 93 : 2120
36 76 85 86 : 3128
36 76 85 90 : 2928
36 76 85 93 : 2120
36 76 86 90 : 2928
36 76 86 93 : 2120
36 85 86 90 : 6272
36 85 86 93 : 3288
36 85 90 93 : 3360
36 86 90 93 : 3168
38 85 86 90 : 2504
39 52 85 86 : 2636
39 52 85 90 : 2192
39 53 59 85 : 2256
39 53 59 86 : 2256
39 53 59 90 : 2256
39 53 63 85 : 2256
39 53 63 86 : 2256
39 53 63 90 : 2256
39 53 85 86 : 2784
39 53 85 90 : 2784
39 53 86 90 : 2784
39 56 85 86 : 3432
39 56 85 90 : 3312
39 56 85 93 : 2136
39 56 86 90 : 3312
39 56 86 93 : 2136
39 59 63 85 : 3064
39 59 63 86 : 2872
39 59 63 90 : 2696
39 59 63 93 : 2680
39 59 67 85 : 2152
39 59 67 86 : 2152
39 59 76 85 : 2152
39 59 76 86 : 2152
39 59 85 86 : 3400
39 59 85 90 : 3152
39 59 85 93 : 3016
39 59 86 90 : 2960
39 59 86 93 : 2824
39 59 90 93 : 2768
39 63 85 86 : 3208
39 63 85 90 : 2960
39 63 85 93 : 2824
39 63 86 90 : 2768
39 63 86 93 : 2632
39 63 90 93 : 2576
39 67 76 85 : 2392
39 67 76 86 : 2392
39 67 85 86 : 2824
39 67 85 90 : 2336
39 67 86 90 : 2336
39 76 85 86 : 2824
39 76 85 90 : 2336
39 76 86 90 : 2336
39 85 86 90 : 4784
39 85 86 93 : 3128
39 85 90 93 : 2912
39 86 90 93 : 2720
52 85 86 90 : 2680
53 56 85 86 : 2112
53 56 85 90 : 2112
53 56 85 93 : 2112
53 56 86 90 : 2112
53 56 86 93 : 2112
53 56 90 93 : 2112
53 59 63 85 : 2520
53 59 63 86 : 2520
53 59 63 90 : 2520
53 59 85 86 : 3216
53 59 85 90 : 3216
53 59 86 90 : 3216
53 63 85 86 : 3216
53 63 85 90 : 3216
53 63 86 90 : 3216
53 67 85 86 : 2592
53 67 85 90 : 2592
53 67 86 90 : 2592
53 76 85 86 : 2592
53 76 85 90 : 2592
53 76 86 90 : 2592
53 85 86 90 : 4608
53 85 86 93 : 2112
53 85 86 94 : 2496
53 85 90 93 : 2112
53 85 90 94 : 2496
53 86 90 93 : 2112
53 86 90 94 : 2496
56 59 63 85 : 2212
56 59 63 86 : 2212
56 59 63 90 : 2108
56 59 63 93 : 2200
56 59 85 86 : 2296
56 59 85 90 : 2192
56 59 85 93 : 2272
56 59 86 90 : 2192
56 59 86 93 : 2272
56 59 90 93 : 2168
56 63 85 86 : 2296
56 63 85 90 : 2192
56 63 85 93 : 2272
56 63 86 90 : 2192
56 63 86 93 : 2272
56 63 90 93 : 2168
56 85 86 90 : 3656
56 85 86 93 : 2432
56 85 90 93 : 2312
56 86 90 93 : 2312
59 63 67 85 : 2500
59 63 67 86 : 2500
59 63 67 90 : 2228
59 63 76 85 : 2488
59 63 76 86 : 2488
59 63 76 90 : 2216
59 63 85 86 : 3964
59 63 85 90 : 3788
59 63 85 93 : 3328
59 63 86 90 : 3596
59 63 86 93 : 3136
59 63 90 93 : 3152
59 67 76 85 : 2632
59 67 76 86 : 2632
59 67 76 90 : 2336
59 67 85 86 : 3304
59 67 85 90 : 2960
59 67 85 93 : 2320
59 67 86 90 : 2960
59 67 86 93 : 2320
59 67 90 93 : 2072
59 76 85 86 : 3280
59 76 85 90 : 2936
59 76 85 93 : 2320
59 76 86 90 : 2936
59 76 86 93 : 2320
59 76 90 93 : 2072
59 85 86 90 : 4544
59 85 86 93 : 3472
59 85 90 93 : 3416
59 86 90 93 : 3224
6 85 86 90 : 2970
61 85 86 90 : 2192
63 67 76 85 : 2392
63 67 76 86 : 2392
63 67 76 90 : 2096
63 67 85 86 : 3064
63 67 85 90 : 2720
63 67 85 93 : 2128
63 67 86 90 : 2720
63 67 86 93 : 2128
63 76 85 86 : 3040
63 76 85 90 : 2696
63 76 85 93 : 2128
63 76 86 90 : 2696
63 76 86 93 : 2128
63 85 86 90 : 4304
63 85 86 93 : 3280
63 85 90 93 : 3224
63 86 90 93 : 3032
66 85 86 90 : 2160
67 76 85 86 : 3520
67 76 85 90 : 3080
67 76 85 93 : 2224
67 76 86 90 : 3080
67 76 86 93 : 2224
67 85 86 90 : 3976
67 85 86 93 : 2608
67 85 90 93 : 2216
67 86 90 93 : 2216
76 85 86 90 : 3896
76 85 86 93 : 2608
76 85 90 93 : 2216
76 86 90 93 : 2216
85 86 90 93 : 3368
85 86 90 94 : 2576
1 110 24 34 36 : 2456
1 110 24 34 85 : 2504
1 110 24 34 86 : 2504
1 110 24 34 90 : 2504
1 110 24 36 85 : 2456
1 110 24 36 86 : 2456
1 110 24 36 90 : 2456
1 110 24 85 86 : 2504
1 110 24 85 90 : 2504
1 110 24 86 90 : 2504
1 110 34 36 85 : 2800
1 110 34 36 86 : 2800
1 110 34 36 90 : 2728
1 110 34 85 86 : 2848
1 110 34 85 90 : 2776
1 110 34 86 90 : 2776
1 110 36 85 86 : 2800
1 110 36 85 90 : 2728
1 110 36 86 90 : 2728
1 110 85 86 90 : 2776
1 24 34 36 61 : 2210
1 24 34 36 66 : 2160
1 24 34 36 85 : 3170
1 24 34 36 86 : 3170
1 24 34 36 90 : 3152
1 24 34 61 85 : 2210
1 24 34 61 86 : 2210
1 24 34 61 90 : 2192
1 24 34 66 85 : 2160
1 24 34 66 86 : 2160
1 24 34 66 90 : 2160
1 24 34 85 86 : 3266
1 24 34 85 90 : 3256
1 24 34 86 90 : 3248
1 24 36 61 85 : 2228
1 24 36 61 86 : 2228
1 24 36 61 90 : 2192
1 24 36 66 85 : 2160
1 24 36 66 86 : 2160
1 24 36 66 90 : 2160
1 24 36 85 86 : 3188
1 24 36 85 90 : 3152
1 24 36 86 90 : 3152
1 24 61 85 86 : 2228
1 24 61 85 90 : 2192
1 24 61 86 90 : 2192
1 24 66 85 86 : 2160
1 24 66 85 90 : 2160
1 24 66 86 90 : 2160
1 24 85 86 90 : 3248
1 29 34 36 85 : 2160
1 29 34 36 86 : 2160
1 29 34 36 90 : 2160
1 29 34 85 86 : 2160
1 29 34 85 90 : 2160
1 29 34 86 90 : 2160
1 29 36 85 86 : 2160
1 29 36 85 90 : 2160
1 29 36 86 90 : 2160
1 29 85 86 90 : 2160
1 34 36 38 85 : 2112
1 34 36 38 86 : 2112
1 34 36 38 90 : 2112
1 34 36 61 85 : 2210
1 34 36 61 86 : 2210
1 34 36 61 90 : 2192
1 34 36 66 85 : 2160
1 34 36 66 86 : 2160
1 34 36 66 90 : 2160
1 34 36 85 86 : 3786
1 34 36 85 90 : 3696
1 34 36 86 90 : 3696
1 34 38 85 86 : 2216
1 34 38 85 90 : 2224
1 34 38 86 90 : 2216
1 34 61 85 86 : 2210
1 34 61 85 90 : 2192
1 34 61 86 90 : 2192
1 34 66 85 86 : 2160
1 34 66 85 90 : 2160
1 34 66 86 90 : 2160
1 34 85 86 90 : 3800
1 36 38 85 86 : 2112
1 36 38 85 90 : 2112
1 36 38 86 90 : 2112
1 36 61 85 86 : 2228
1 36 61 85 90 : 2192
1 36 61 86 90 : 2192
1 36 66 85 86 : 2160
1 36 66 85 90 : 2160
1 36 66 86 90 : 2160
1 36 85 86 90 : 3696
1 38 85 86 90 : 2216
1 61 85 86 90 : 2192
1 66 85 86 90 : 2160
10 34 36 39 85 : 2134
10 34 36 39 86 : 2134
10 34 36 59 85 : 2068
10 34 36 59 86 : 2068
10 34 36 85 86 : 3190
10 34 36 85 90 : 3016
10 34 36 86 90 : 3016
10 34 39 85 86 : 2134
10 34 59 85 86 : 2084
10 34 85 86 90 : 3044
10 36 39 85 86 : 2152
10 36 59 85 86 : 2068
10 36 85 86 90 : 3016
11 34 39 85 86 : 2040
11 34 85 86 90 : 2176
2 23 34 36 39 : 2656
2 23 34 36 59 : 2656
2 23 34 36 63 : 2464
2 23 34 36 85 : 2656
2 23 34 36 86 : 2656
2 23 34 36 90 : 2432
2 23 34 36 93 : 2464
2 23 34 39 59 : 2656
2 23 34 39 63 : 2464
2 23 34 39 85 : 2656
2 23 34 39 86 : 2656
2 23 34 39 90 : 2432
2 23 34 39 93 : 2464
2 23 34 59 63 : 2560
2 23 34 59 85 : 2752
2 23 34 59 86 : 2752
2 23 34 59 90 : 2528
2 23 34 59 93 : 2560
2 23 34 63 85 : 2560
2 23 34 63 86 : 2560
2 23 34 63 90 : 2336
2 23 34 63 93 : 2368
2 23 34 85 86 : 2752
2 23 34 85 90 : 2528
2 23 34 85 93 : 2560
2 23 34 86 90 : 2528
2 23 34 86 93 : 2560
2 23 34 90 93 : 2528
2 23 36 39 59 : 2656
2 23 36 39 63 : 2464
2 23 36 39 85 : 2656
2 23 36 39 86 : 2656
2 23 36 39 90 : 2432
2 23 36 39 93 : 2464
2 23 36 59 63 : 2464
2 23 36 59 85 : 2656
2 23 36 59 86 : 2656
2 23 36 59 90 : 2432
2 23 36 59 93 : 2464
2 23 36 63 85 : 2464
2 23 36 63 86 : 2464
2 23 36 63 90 : 2240
2 23 36 63 93 : 2272
2 23 36 85 86 : 2656
2 23 36 85 90 : 2432
2 23 36 85 93 : 2464
2 23 36 86 90 : 2432
2 23 36 86 93 : 2464
2 23 36 90 93 : 2432
2 23 39 59 63 : 2464
2 23 39 59 85 : 2656
2 23 39 59 86 : 2656
2 23 39 59 90 : 2432
2 23 39 59 93 : 2464
2 23 39 63 85 : 2464
2 23 39 63 86 : 2464
2 23 39 63 90 : 2240
2 23 39 63 93 : 2272
2 23 39 85 86 : 2656
2 23 39 85 90 : 2432
2 23 39 85 93 : 2464
2 23 39 86 90 : 2432
2 23 39 86 93 : 2464
2 23 39 90 93 : 2432
2 23 59 63 85 : 2560
2 23 59 63 86 : 2560
2 23 59 63 90 : 2336
2 23 59 63 93 : 2368
2 23 59 85 86 : 2752
2 23 59 85 90 : 2528
2 23 59 85 93 : 2560
2 23 59 86 90 : 2528
2 23 59 86 93 : 2560
2 23 59 90 93 : 2528
2 23 63 85 86 : 2560
2 23 63 85 90 : 2336
2 23 63 85 93 : 2368
2 23 63 86 90 : 2336
2 23 63 86 93 : 2368
2 23 63 90 93 : 2336
2 23 85 86 90 : 2528
2 23 85 86 93 : 2560
2 23 85 90 93 : 2528
2 23 86 90 93 : 2528
2 28 34 36 59 : 2096
2 28 34 36 63 : 2048
2 28 34 36 85 : 2112
2 28 34 36 86 : 2112
2 28 34 39 53 : 2496
2 28 34 39 59 : 2480
2 28 34 39 63 : 2480
2 28 34 39 85 : 3024
2 28 34 39 86 : 3024
2 28 34 39 90 : 2496
2 28 34 39 93 : 2064
2 28 34 53 59 : 2112
2 28 34 53 63 : 2112
2 28 34 53 85 : 2496
2 28 34 53 86 : 2496
2 28 34 53 90 : 2496
2 28 34 59 63 : 2324
2 28 34 59 85 : 2648
2 28 34 59 86 : 2648
2 28 34 59 90 : 2280
2 28 34 63 85 : 2600
2 28 34 63 86 : 2600
2 28 34 63 90 : 2232
2 28 34 85 86 : 3216
